,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,PPI,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
869,Dell,Workstation,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows 10,2.23,14235821,141.0,0,0,1,0,0,0
870,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.38,8447001,141.0,0,0,500,0,0,0
871,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,2.2,3835202,141.0,0,0,1,0,0,0
872,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,11113237,141.0,1,0,0,0,0,0
873,Lenovo,Notebook,Intel Core i3,4,180GB SSD,Intel HD,Windows 10,1.44,5884921,166.0,1,0,0,0,0,0
875,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,13531255,176.0,0,0,0,0,0,0
876,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,3194615,141.0,0,0,1,0,0,0
878,Dell,Notebook,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.18,7306042,141.0,0,0,1,0,0,0
879,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,6717622,141.0,0,0,0,0,0,0
880,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,13611340,166.0,0,1,0,0,0,0
881,HP,2 in 1 Convertible,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.3,5482976,141.0,0,1,500,0,0,0
883,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,5356452,141.0,1,0,1,0,0,0
884,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,2954451,141.0,0,0,500,0,0,0
885,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,14404043,166.0,0,1,0,0,0,0
886,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,3648636,141.0,0,0,1,0,0,0
887,Asus,Gaming,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,10968369,127.0,0,0,1,0,0,0
888,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,2378020,190.0,1,0,0,0,0,32
889,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.8,3034535,127.0,0,0,500,0,0,0
890,HP,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.95,10128420,157.0,0,0,0,0,0,0
891,HP,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.42,11201375,166.0,0,1,0,0,0,0
893,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,14404043,157.0,1,0,0,0,0,0
894,MSI,Gaming,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.43,21209713,127.0,1,0,2,0,0,0
895,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,11809839,166.0,0,0,0,0,0,0
896,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,7438204,141.0,0,0,1,0,0,0
897,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,7206003,141.0,0,0,1,0,0,0
898,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,4916121,141.0,0,0,1,0,0,0
899,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,7486255,141.0,0,0,500,0,0,0
900,Dell,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.24,16118211,166.0,0,1,0,0,0,0
901,Asus,Gaming,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows 10,3.58,10240539,127.0,1,0,0,0,0,0
902,Dell,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.22,13203042,166.0,0,1,0,0,0,0
903,Lenovo,Ultrabook,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows 10,1.13,16405711,157.0,1,0,0,0,0,256
904,Lenovo,Notebook,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.95,15716983,141.0,1,0,0,0,0,0
906,HP,Netbook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.26,11873907,176.0,0,0,0,0,0,0
907,Acer,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,2.2,2874366,141.0,1,0,0,0,0,16
908,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,6317288,141.0,1,0,1,0,0,0
910,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,9648002,157.0,0,0,0,0,0,0
911,HP,Ultrabook,Other Intel Processor,8,240GB SSD,Intel HD,Windows 10,1.09,24820678,176.0,0,1,0,0,0,0
912,Lenovo,Notebook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,2.2,6317288,141.0,0,0,0,0,0,0
913,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,8158697,141.0,0,0,0,0,0,0
914,Acer,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.4,3995371,141.0,0,0,1,0,0,0
915,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.44,7053887,166.0,0,0,0,0,0,0
916,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.49,7686421,166.0,0,0,0,0,0,0
917,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,12802709,127.0,0,0,1,0,0,0
918,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,10801041,141.0,0,0,1,0,0,0
919,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,8966791,141.0,0,0,1,0,0,0
920,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.18,5484498,141.0,0,0,1,0,0,0
921,HP,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.84,10384601,141.0,0,0,0,0,0,0
922,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.39,9199707,166.0,0,1,0,0,0,0
923,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,15813174,141.0,1,0,0,0,0,0
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.37,14612173,166.0,1,1,0,0,0,0
925,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,5844028,141.0,0,0,500,0,0,0
926,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,13211006,176.0,1,0,0,0,0,0
927,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,9327753,141.0,0,0,0,0,0,0
928,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,5669184,141.0,0,0,1,0,0,0
929,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,9199707,157.0,0,0,500,0,0,0
930,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,2474033,141.0,0,0,1,0,0,0
931,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,12642540,176.0,0,0,500,0,0,0
932,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,1.86,2313147,141.0,0,0,1,0,0,0
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.3,14404043,166.0,1,1,0,0,0,0
934,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.47,8847335,157.0,1,0,0,0,0,0
935,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,13363122,176.0,0,0,0,0,0,0
936,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,4472568,141.0,0,0,1,0,0,0
937,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,9600041,141.0,0,0,1,0,0,0
938,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,13122958,157.0,0,0,0,0,0,0
939,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,22082411,127.0,0,0,1,0,0,0
940,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.75,11201375,127.0,1,0,1,0,0,0
941,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,4243500,127.0,0,0,1,0,0,0
942,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.23,4956118,141.0,0,0,500,0,0,0
943,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.2,8959453,141.0,0,0,0,0,0,0
945,Lenovo,Gaming,AMD F-Series,16,512GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.5,7998707,141.0,1,0,1,0,0,0
946,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,11787379,176.0,0,1,0,0,0,0
947,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,5484587,141.0,0,0,1,0,0,0
948,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.36,5276367,127.0,0,0,1,0,0,0
949,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.68,2794371,157.0,0,0,0,0,0,32
950,HP,Workstation,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows 10,2.0,18007045,141.0,1,0,0,0,0,0
951,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,14211840,157.0,0,0,0,0,0,0
952,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.2,11689757,166.0,0,0,0,0,0,0
953,Asus,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.2,9279702,176.0,0,0,0,0,0,64
954,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.7,11921868,157.0,1,0,0,0,0,0
955,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,25253046,127.0,1,0,1,0,0,0
956,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,15204710,166.0,0,1,0,0,0,0
957,HP,2 in 1 Convertible,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.45,6205170,190.0,0,1,0,0,0,0
958,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,10152490,166.0,0,0,0,0,0,0
959,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,3114620,190.0,1,1,0,0,0,32
960,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,12290257,166.0,0,0,0,0,0,0
961,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,14091758,176.0,1,0,0,0,0,0
962,Acer,Notebook,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,8078702,141.0,0,0,1,0,0,0
963,Toshiba,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,14331922,176.0,0,1,0,0,0,0
964,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,6777663,141.0,0,0,1,0,0,0
965,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,3728095,141.0,0,0,1,0,0,0
966,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.9,6605503,141.0,0,0,500,0,0,0
967,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.04,5484587,141.0,0,0,500,0,0,0
968,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,25213048,127.0,1,0,1,0,0,0
969,Lenovo,Notebook,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows 10,2.4,5564672,141.0,0,0,0,0,0,0
970,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.22,15204710,166.0,0,1,0,0,0,0
971,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.5,15716894,157.0,0,1,0,0,0,0
972,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,22418677,127.0,0,0,1,0,0,0
973,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,9447835,157.0,0,0,0,0,0,0
974,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,16412869,127.0,0,0,1,0,0,0
975,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.04,7838537,141.0,1,0,1,0,0,0
976,Lenovo,Notebook,Intel Core i5,4,508GB Hybrid,Intel HD,Windows 7,1.7,8022687,157.0,0,0,0,0,508,0
977,Asus,2 in 1 Convertible,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.3,14404043,141.0,0,1,2,0,0,0
978,HP,Notebook,Intel Core i7,6,1TB HDD,Intel HD,Windows 10,2.04,4635869,141.0,0,0,1,0,0,0
979,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.99,14003709,127.0,0,0,1,0,0,0
980,Dell,2 in 1 Convertible,Intel Core i7,12,512GB SSD,Intel HD,Windows 10,2.19,10400708,141.0,1,1,0,0,0,0
981,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,1.2,9568007,166.0,0,0,0,0,0,0
982,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,4395705,141.0,0,0,0,0,0,0
984,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.75,7326086,157.0,0,0,500,0,0,0
985,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.25,4796039,141.0,0,0,500,0,0,0
986,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,6453387,141.0,0,0,1,0,0,0
987,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,9519956,141.0,1,0,1,0,0,0
988,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.36,5997039,141.0,0,0,1,0,0,0
989,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.6,8959453,157.0,0,0,0,0,0,0
990,HP,Netbook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.97,15276741,176.0,0,0,0,0,0,0
991,HP,Notebook,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,3995371,141.0,0,0,1,0,0,0
992,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.9,2166758,141.0,0,0,0,0,0,0
993,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,10801041,141.0,0,0,0,0,0,0
994,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.68,7117955,166.0,0,1,0,0,0,0
995,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.4,9207671,166.0,0,0,0,0,0,0
996,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.11,10801041,166.0,1,1,0,0,0,0
997,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.4,3042499,141.0,0,0,500,0,0,0
998,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,14404043,141.0,0,0,1,0,0,0
999,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,16725960,157.0,0,0,0,0,0,0
1000,Acer,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,10088423,141.0,1,0,1,0,0,0
1001,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,9519956,166.0,1,0,0,0,0,0
1002,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.18,4379688,141.0,0,0,0,0,0,0
1003,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.64,6237203,157.0,0,0,500,0,0,0
1004,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.2,9568007,166.0,0,0,0,0,0,0
1005,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,8807248,157.0,0,0,0,0,0,0
1006,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.95,9648002,157.0,0,0,0,0,0,0
1007,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.43,11601708,157.0,0,0,0,0,0,0
1008,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,8401098,157.0,0,0,0,0,0,0
1009,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.64,5476534,157.0,0,0,500,0,0,0
1010,Dell,Gaming,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce,Windows 10,2.65,7598373,141.0,0,0,0,0,10,0
1011,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,12322291,176.0,0,0,500,0,0,0
1012,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,12730588,157.0,0,0,0,0,0,0
1013,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.54,15110309,157.0,0,0,0,0,0,0
1014,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.49,6405336,166.0,0,0,500,0,0,0
1015,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,9688089,166.0,0,0,0,0,0,0
1016,HP,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.04,6165083,141.0,0,0,0,0,0,0
1017,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.4,23763830,127.0,1,0,0,0,0,0
1018,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.47,11929921,157.0,1,0,0,0,0,0
1019,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,17846875,157.0,0,0,0,0,0,0
1020,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.08,6373213,141.0,1,1,1,0,0,0
1021,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,12730588,166.0,0,0,0,0,0,0
1022,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.11,9199707,166.0,1,0,0,0,0,0
1023,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,9491323,157.0,0,0,0,0,0,0
1024,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.09,8378460,141.0,0,0,500,0,0,0
1025,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,12482371,176.0,0,0,0,0,0,0
1026,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,9519956,157.0,0,0,500,0,0,0
1027,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,8487089,157.0,0,0,500,0,0,0
1028,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,13002876,166.0,0,1,0,0,0,0
1029,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,8647168,127.0,0,0,0,0,0,0
1030,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.64,7790487,157.0,0,0,0,0,0,0
1031,Acer,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,3274700,141.0,0,0,1,0,0,0
1032,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,9542326,127.0,0,0,1,0,0,0
1033,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.95,9568007,157.0,0,0,0,0,0,0
1034,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,9840116,141.0,0,0,0,0,0,0
1035,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,10801041,176.0,0,0,0,0,0,0
1036,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.04,5940935,141.0,0,0,500,0,0,0
1037,Toshiba,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.47,13811506,157.0,1,0,0,0,0,0
1038,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.09,8510711,141.0,0,0,0,0,0,0
1039,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,8090782,157.0,0,0,0,0,0,0
1040,Lenovo,2 in 1 Convertible,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,1.8,6781689,141.0,1,1,0,0,0,0
1042,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,11409505,141.0,1,0,0,0,0,0
1043,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,8403783,141.0,0,0,0,0,0,0
1044,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.54,8006670,157.0,0,0,500,0,0,0
1045,HP,Notebook,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD,Windows 10,1.84,16840762,141.0,0,0,500,0,0,0
1046,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,11761788,157.0,0,0,0,0,0,0
1047,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,12375442,127.0,1,0,1,0,0,0
1048,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,18335168,127.0,1,0,1,0,0,0
1049,Asus,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.2,2305094,190.0,0,0,0,0,0,16
1050,Lenovo,Notebook,Intel Core i7,16,256GB SSD,Intel HD,Windows 7,1.1,20977512,157.0,1,0,0,0,0,0
1051,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.91,7838537,141.0,1,0,1,0,0,0
1052,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,8759287,141.0,1,1,0,0,0,0
1053,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,7838537,141.0,0,0,0,0,0,0
1054,Dell,Ultrabook,Intel Core i7,16,1TB SSD,Intel HD,Windows 10,1.2,18047042,166.0,0,1,0,0,0,0
1055,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.31,5645920,141.0,0,0,500,0,0,0
1056,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.96,3995371,141.0,0,0,500,0,0,0
1057,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.4,3595038,141.0,0,0,1,0,0,0
1058,Dell,2 in 1 Convertible,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.6,10400708,166.0,1,1,0,0,0,0
1059,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,14564123,141.0,0,0,1,0,0,0
1060,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.04,8567173,141.0,0,0,0,0,0,0
1061,Asus,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,No OS,4.0,7990653,127.0,1,0,1,0,0,0
1062,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.25,4475700,141.0,0,0,1,0,0,0
1063,Dell,Notebook,Intel Core i7,16,2TB HDD,AMD Radeon,Windows 10,2.32,7926496,141.0,0,0,2,0,0,0
1064,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,15444874,141.0,0,0,1,0,0,0
1065,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,11673740,166.0,0,0,0,0,0,0
1066,Asus,Gaming,Intel Core i7,64,1TB SSD,Nvidia GeForce,Windows 10,3.58,31826515,127.0,1,0,0,0,0,0
1067,Dell,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.62,6389409,166.0,0,1,0,0,0,0
1068,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,10640872,141.0,0,0,1,0,0,0
1070,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.06,3859093,141.0,0,0,500,0,0,0
1071,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,9600041,141.0,0,0,500,0,0,0
1072,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,9600041,176.0,0,0,0,0,0,0
1073,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.49,8727253,166.0,0,0,0,0,0,0
1074,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,13719342,176.0,1,1,0,0,0,0
1075,Lenovo,Notebook,Intel Core i5,8,1.0TB HDD,AMD Radeon,Windows 10,3.0,5276367,127.0,0,0,10,0,0,0
1076,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.3,7822521,141.0,1,0,1,0,0,0
1077,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,20008712,127.0,0,0,1,0,0,0
1078,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,4323584,141.0,0,0,500,0,0,0
1079,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.31,7526252,141.0,0,0,500,0,0,0
1080,Lenovo,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.99,11201375,176.0,1,1,0,0,0,0
1081,Lenovo,Gaming,Intel Core i7,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,25941594,127.0,1,0,0,0,10,0
1083,HP,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,16405711,166.0,1,0,0,0,0,0
